foodCategory,images,rating,visitReviewCount,blogReviewCount,review
"맥주,호프","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221013_158%2F1665650203759xqYjB_JPEG%2FScreenshot_20221013-171841_Instagram.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220604_221%2F1654279165433HiWnl_JPEG%2F01.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220604_235%2F1654279165350cwDUD_JPEG%2F02.jpg""']",4.61,156,178,"['분위기도 너무 좋고 음악 신청을 하면 LP로 나오는 여기만의 감성 오랜만에 마음 따뜻하고 좋았어요 \n제주 놀러오시면 여기 한번 꼭 오시면 좋을꺼 같아요! 진짜 추천해요👍🏻', '페퍼로니피자 너무 맛있어요', '시간 지나 다시 또 오고 싶은 LP bar !! ✨\n\n분위기에 취하고, 선곡에 기절해버렸어요\n각기 다른 손님들의 신청곡 들으며 재미 톡톡 느꼈습니다\n혼술하러 와도 좋을 것 같아요\n어쩌면 듣고 싶었던 얘기를 사장님께서 해주셔서 더욱 인상 깊었습니다\n멋진 하루를 마무리하고 싶다면 추천합니다!! \n\n-내돈내산-', '잔잔한 느낌 물씬나는 곳 \n레트로 느낌을 좋아하신다면 강추!!', '우연치 않게 LP바를 놀러왔는데, 사장님과 직원분들의 친철한 응대에 너무 좋았어요.. 신청곡을 신청하고 음질의 퀄리티랑 선곡들도 너무 완벽했습니다 무조건 재방문 할겁니다!!', '', 'LP바는 처음이었는데 분위기가 너무 좋아서 마음에 쏙 들었어요 o̴̶̷᷄﹏o̴̶̷̥᷅ 💛💛💛 마음이 웅장해지는 기분 ... 따뜻한 레몬차 마셨는데 몸도 녹이고 귀도 녹이고 ... 아주 만족스러운 방문이었어요🍀', '음식도 맛있고 술도 맛있어요. 그리고 알바생이 엄청 친절해요 !! 다음에 또 올 것 같아요.', '여기 정말 좋았어요 사진 찍기에도 너무 좋고 술 맛도 너무 좋았어요 강추강추 !', '분위기도 좋고 맛도 좋아요 💕💕', '해안동에 분위기 좋은 걸로 TOP 3 !\n\n한적한 분위기\n\n흘러나오는 좋은 노래들\n\n스피커에 대해 잘 모르지만 오래된 스피커인지 아님 음질이 원래 그러한지 모르겠지만\n중간중간 잡음이 살짝 들렸어요 !\n\n그러나 그 부분 조차 이 곳의 매력인거 같았습니다!', '노래 들으면서 술 마시기 좋은 환경입니다 추천 하빈다', '퇴근하고 생각에 잠기기 좋은 거 같아요 ㅎㅎ 다음에도 피자먹으러 오겠습니다!', '자주 오는데 사장님도 친절하시고 분위기 좋아요', '사장님도 친절하시고 인테리어도 너무 예뻐요!', '언플러그만의 감성이 가득한 곳!!!\n치지직 거리며 흘러나오는 노래조차 느낌 있고~\n분위기까지 완벽합니다. 새로운 곳으로 이사온 후\n가장 마음에 드는 곳으로 아지트 삼고 싶은 곳입니다.\n노래 들으러 간 거라 안주 맛은 기대 안했는데 피자도\n맛있어요 ❤️🧡', '제주 LP바 원탑은 언플러그 입니다 !! 집 근처에도 다른곳이 있지만 언플러그는 비교불가 대체불가라고 생각이 듭니다 영원했으면 좋겠어요', '분위기가 좋고 음악을 들으면서 술 마실 수 있어서 좋고 사장님도 친절하셔요', '좋은음악과 좋은 음식들 통해 좋은 시간 머물다 갑니다', '분위기도 너무 좋고 자기가 듣고 싶은 노래도 신청하면 틀어주셔서 좋아요~~~~!!!커플이나 친구들끼리든 혼자와도 좋은 곳이에요~~ 언플러그 와서 힐링하고 갑니당~~🤍🫶🏻🫢🌈', '나중에 월급 받고 여기서 비싼 술 먹으면서 제가 듣고 싶은 노래 틀어서 혼술 해보고 싶어요. 분위기 완전 좋고 제가 신청한 곡 나올 때만큼 기분이 좋아요. 단점이라고는 02:00까지 밖에 영업을 안한다는 점..', '분위기도 짱이고 노래도 짱입니다!! 다음에는 혼자와서 술 한잔 할려고용♥ 언플러그 쵝오..♥ 사랑합니당.. ! 그리고 사장님도 너무 친절해서 좋아요..🖤🖤', '감성, 힐링 다 챙길 수 있는 곳입니다.', '노래 들으면서 술 마시기 좋습니다 \n사장님도 착하시고 좋아요 안주도 맛있어요!', '분위기와 lp만의 감성때문에 시간이 가는 줄 몰랐어요! 또 오고 싶어요 ㅎㅎ', '정말 생각 많고 혼자 생각할 시간이 필요할 때 오기 딱 좋구 친구 서너명이서 와서 잔잔한 분위기로 작게 얘기 나누기에도 좋아요! 세번째 방문인데 백번 천번 더 오고 싶습니다 !!!', '분위기가 진짜 좋아요. 다양한 안주랑 술에다가 좋은 노래까지~ 다음에도 방문할 것 같아요 옛날 노래나 팝송 좋아하시는 분들이라면 한번 방문해보세요! 원하는 노래도 신청하고, 마시고 싶은 술도 마시고! 사장님이 가끔은 유튜브로 공연 영상도 틀어주세요. 제가 갔을 땐 마이클 잭슨 빌리진 공연 영상봤어요 ! Lp 좋아하시는 분이라면 꼭 방문해보세요!!', '여행하면서 정말 좋은 추억을 남길 수 있었던 곳\n너무 즐거웠습니다 추억여행을 한 기분\n추천합니다 ㅎㅎ', '사장님도 너무 좋으시고 음악 선곡도 너무 좋아서 구지 신청곡 쓰지 않아도 너무 좋았어요 🥰 \n너무너무 행복한 시간 보내구 갑니다! 제주도에서 최고의 Lp바인것같아요! 안주도 너무맛있고 분위기도 미쳤고 하여튼 글로 다 담을 수 가 없어요..🥲🤍', '가게 분위기부터 음악 선정, 사장님의 센스가 돋보이는 LP바였습니다. 음식도 정말 맛있고, 알바분까지 모두 너무나도 친절하셨습니다. 제가 가본 바 중에 가장 좋았습니다!! 앞으로도 자주 올게요~']"
"곱창,막창,양","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230331_211%2F1680246060621Lr8z6_JPEG%2FKakaoTalk_20230331_153439372.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230927_203%2F1695817201755eoqn1_JPEG%2Ftemp_file.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210822_40%2F1629600853457eR8dw_JPEG%2FHqSrUp2ihUYaMFfPDUYmFKZx.jpg""']",4.79,200,159,"['너무 맛있어요 사장님도 친절하시고 근처 사는데\n자주 올게용 :)', '함덕올때마다 들려요~\n이집 맛나요😝', '맛있고 생각보다 양도 많고 친철해요🫶🏻🫶🏻', '제주 함덕에 이런 곳이? 한우 곱창 정말 맛있고 고급져요.\n가끔 곱창과 소주가 당길때는 함덕 양철북에서 낭밀을\n즐겨보세요. 강추', '곱창 좋아 사람들 여기 다 모이자!\n맛도 좋고 사장님도 친절하시고 가게도 깔끔하고 만족스러운 저녁시간이었습니다.', '우연히 들린 진정한 곱창 맛집입니다. 사장님 친절하시고 굿입니다', '깨끗한 국물과 신선한 재료가 인상적인 맛집입니다. 한우 곱창과 한우 차돌박이가 들어간 한우곱창전골을 맛있게 먹었습니다~!', '와 여기 처음 왔는데 엄청 맛있네요 깔금하고 사장님 친절하시고 자주 오고 싶네요!!\n다 먹었는데 또 먹고싶은 이 느낌은 머죠???', '매장도 너무 깨끗하고 사장님도 친절하세요 곱창도 너무 맛있습니당', '양도 많고 너무 친절해서 오랜만에 너무 맛있게 먹었습니다! 강추요!', '대창 너무 좋아하는데 만족스럽게 잘먹었습니당😊', '곱이 제일많은 제주도 곱창집입니다.\n이렇게 곱이 많은 곱창집은 처음 봤어요.\n사장님도 너무 친절허십니다.\n6번 방문만에 처음 리뷰 남겨요 !!!!♡\n앞으로도 번창하세요 화이팅', '너무 맛있게 잘 먹고 가요~~\n오자마자 바로 나오고 맛있어서 사진도 못 찍었어요ㅠㅠ 사장님도 친절하시고 식당 깨끗합니다\n집 근처인데 자주 올게요!!', '진짜 제주 동쪽에서 제일 맛집\n김녕사는데 곱창먹으러 여기만옴\n직원들도 친절하고 가격도 착함!', '곱창전골 넘나 맛있어서 술이 술술술 들어가고 추운날씨 딱 좋습니다! 함덕 오시는 분 완전 강추합니다!!', '친절하시고 맛있어요~!', '마포화곱창일때부터 왔었는데 넘 맛있어요!!🧡\n사장님 친절하시고 기본으로 나오는 된장밥 반찬도 별미입니당\n볶음밥 꼭 드세요ㅎㅎㅎ', '한우 곱창전골 중자 시켰는데 양도 많고 마싯어요 ㅎㅎㅎ 추천합니다~!! 최고에요 !!잡내도 안나구 !', '곱이 실하게 들어 있고, 맛나요', '곱이 꽉찬 곱창에 깐양이 다른곳은 잘 없는데 여기는 모듬에 나오네요 별미에요~~\n반찬으로 목이버섯장아찌 나오는데 넘 맛나네요^^', '오랜만에 함덕와서 생각나서 또먹엇는데 변함없는 맛집이네요 잘먹구갑니다 감사합니다!', '제주도 곱창중 최고로 맛있음\n최적의 상태로 구워주시고 잘라주셔서 먹기 너무 좋습니다. 무엇보다 오랜만에 와도 항상 기억해 주시고 친절해서 또오게됩니다!', '신선한 재료라서 너무 맛있어요!! 깨끗해서 더욱 맛있어요. 부추무침도 맛있고 양도 신선해요', '함덕 곱창 맛집이예요!!!! 재방문의사 100000%', '일 끝나고 배고파서 지나가다 들렀는데 맛나요\n굽기도 친절하게 알려주시고 사장님 넘 친절하세요!!\n짱마집~~담에 또 올게요', '맨날 앞만 지나다니다가 추석인 겸 가족들이랑 왔는데\n너무 맛있어요 ... 여태 왜 안 왔나 싶을 정도~\n다음에도 또 올 거 같아요 ㅎㅎ', '사장님너무 친절하세요\n함덕오면 항상들려요', '곱창 짱 맛있어요!! ㅎㅎ\n결국 저희 오빠는 곱창에 \n소주한잔 했답니다 😖 ㅋㅋㅋㅋ', '곱창이 겉바 속촉 입니다..\n완전 저스타일!! ㅎㅎㅎ\n짱맛있어요!! ㅎㅎ', '평소에도 여친이랑 곱창을 진짜 자주 먹는데\n양철북 곱창은 뭔가 속이 진짜 꽉차있어서\n특별히 더 맛있는거 같았어요!! ㅎㅎ']"
돼지고기구이,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231215_146%2F17026151391350yhGC_JPEG%2FKakaoTalk_20231214_160522723.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231219_145%2F1702976635891pQXRL_JPEG%2FKakaoTalk_20231219_170306231.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231219_255%2F170297663591320w2i_JPEG%2FKakaoTalk_20231219_170413934.jpg""']",4.51,476,317,"['매장이 쾌적해 가족단위 모임하기도 적합해요!반찬도 깔끔하고 특히 고기 너무 맛있었어요!양도 넉넉하고 찌개도 맛있었습니다!마늘 구워서 상추에 고기 얹어서 냠냠!편하게 잘 먹고 왔습니다', '💖💖사장님 짱짱 ㅠㅠ 정말정말 친절하고고기도 엄청 두껍고 맛있어요 ^^~~ 고기 육즙이 정말 팡팡 터지는데 행복감이 쩔어요~~+_+', '주변에 살면서 자주 오게되는 고깃집^^ 오랜만에 갔는데도 여전히 친절하고 고기는 여전히 너무 맛있어요!! 또 오고 싶은 그런 맛집!! 자주 올게용~~', '정말 맛이 좋았어요 친구와 방문해서 근고기 한근 주문해서 먹었어요 최상급 흑돼지만 사용하고 있는 곳이라 고기 맛이 끝내줍니다 이곳 가보시길 적극 추천합니다', '집 주변 고깃집 중 최고 맛있어요!~ 오늘이 두번째인데 고기가 정말 맛있어요! 사장님이랑 직원분 너무 친절하고 기분 좋게 외식하고 왔네요 ^^! 다음에 또 올게요~~', '고기가 생각나서 고기 맛집 찾아서 방문했는데 넘 맛있게 먹고 나왔습니다 :) 모든부위 다 맛있지만 특히 오겹살 목살이 맛있어요!! 무조건 재방문합니다', '집 근처라 대리도 택시 타기도 애매해서 픽업 요청해서 편하게 먹고 왔습니다\n고사리무침이랑 목살 조합이 너무 좋았고 솥밥 먹고 난 ㅈ후 누룽지에 김치 조합은 말모말모!!\n픽드랍도 해 주셔서 육지 손님 오셔도 편하게 이용할것 같아요', '같이온 일행들도 제주도에서 먹은것들중 흑돼지 젤 맛있게 먹었대요 :) 감동 다음에도 놀러오면 무조건 또 방문예약!!!', '제주흑돼지 김치찌개 솥밥까지 맛있게 먹고 갑니다~ 환풍시설도 잘 되어있어서 냄새 벨 걱정 없고 고기 살살 녹아요! 가게도 제주스럽고 여행오면 꼭 먹어봐야할 흑돼지 집입니다 🐖👍', '제주 여행 중에 찾은 찐맛집입니다 너무 맛잇어서 대화없이 먹엇어요 ㅋㅋㅋㅋㅋ 진짜 두툼한데 너무 부드러워요 너무 맛잇어서 진짜 제주여행의 밤이 황홀했습니다 또 올 것 같아요!! 후회안합니다 오셔서 드셔보세용!!❤️❤️', '제주도 놀러왔다가 흑돼지 맛집이라길래 들렀어욤 소문대로 고기 퀄리티도 너무 좋고 육즙팡팡 터져서 입에서 사르르 녹아버려요 여기 고기가 찐 맛도리에요 밑반찬들도 고기들이랑 잘어울리고 사이드 찌개까지 맛있어버려서 식폭행 제대로 해버렸어요 :)', '고기의 양과 질이 미쳤습니다!!정말 쫄깃하고 육즙이 장난 아니예요!! 고기는 정말 말모말모 최고입니다!! 🫶🫶', '제주산!!돼지고기!너무 맛나요ㅎㅎ 가격이 있는 편이지만 넘 맛있어서 가성비 갑!! 굿굿굿 굿굿굿 추천합니다', '흑돼지를 이 가격에 먹을수 있다니요 고기질도 좋고 멜조림 고사리와 조합이 굿입니다 안 갈 이유가 단 하나도 없는곳입니다♡', '고기양이 진짜너무너무 많고 퀄리티가 너무 좋았어요! 부드럽고 특히 쫀득한 오겹살 미쳤어요ㅠㅠ 친절한 사장님때문에라도 자꾸 가게되는곳!!', '한번가면 단골되는 흑돼지구이 맛집 !! 가성비 좋은 정도가 아니라 그 이상이에요…\U0001fa77 고기 품질도 최고고 다른 서브메뉴들도 만족스럽습니다 !', '깔끔하고 맛있는 흑돼지 맛집 여기네요! 반찬 구성도 좋고 고기 자체가 부드럽고 육즙가득한~사람도 많고 인기 많은 이유가 있었네요~ ^^🫶', '고사리와 같이 먹는 고기맛 아주 좋았어요', '고기생각날때 아이들과 즐겨찾는곳이예요 고기양 많고 밑반찬 훌륭해서 대식가인 우리가족도 가끔 남기고오는곳이네요 ㅎ 맛있는 흑돼지 먹을수있게 해주셔서 너무 감사할따름이죠^^', '제주도 여행오셔서 흑돼지가 드시고 싶으시면 여기를 추천해요👍👍고기에 멜젓을 찍어서 먹으니 너무 맛있었고 김치찌개는 꼭 시켜드시길 강추합니다!!', '진짜 제주흑돼지구이 먹어보네요 흑돼지는 역시 근고기 최고입니다 양도 푸짐하고 찬도 다양하게 나와서 배부르게 잘 먹었습니다 ~~ 사이드로 시킨 김치찌개도 굳굳!!!', '우선 고기가 맛있습니다 제주도에서 흑돼지 많이 먹어봤는데 여기 진짜 맛있어요! 노실패 보장합니다! 흑돼지 근고기 먹었는데 먹자마자 여기가 왜 손님 많은지 알게 됨👏', '여기 멜조림이 은근 맛이 좋아요 그래서 종종 오는데 항상 흑돼지 근고기 한근 주문하죠 가성비가 좋거든요 멜조림도 서비스로 나오니깐 함께 먹을수도 있구요 한번 먹으러 오세요!', '돼지가 고소하니 맛이 너무 좋네요 솥밥도 나오는데 구수한 누릉지도 나중에 먹을수 있어서 너무 만족해요 반찬도 푸짐해서 풍성한 한끼 잘 먹었어요', '통오겹살이 엄청 두툼해서 육즙이 가득해요 후기보고 찾아왔는데 탁월한 선택인듯하네요 이렇게 맛있는 돼지고기를 먹어볼수 있어서 너무 만족스러워요', '제주 여행으로 저녁식사 장소를 찾다가 우연히 들린 곳인데 맛집을 찾았네요 돼지고기가 엄청 질이 좋아서 고기맛이 너무 좋아요 기본 반찬도 다 맛있구요 즐거운 식사였어요!', '숯이 좋아서인지 돼지고기가 엄청 노릇노릇 잘 익더라구요 입안 가득 돼지고기의 식감이 너무 좋았어요 멜젓조림도 완전 밥도둑이였어요', '한상 푸짐하게 차려져서 너무 행복했어요! 돼지고기는 너무 감칠맛이 좋았고 솥밥도 엄청 구수했구요 고기랑 같이 먹는 냉면도 너무 잘 어울렸어요! 맛있는 식사했습니다!', '목살이 너무 맛있더라구요 고기질이 좋아서 너무 맛있었어요 멜젓조림도 처음 먹어보는데 계속 먹게 되는 중독성이 있더라구요 와~ 이거 진짜 물건이네요!!!', '돼지고기가 두툼해요 씹으면 육즙이 어마하구요 가성비 따지시면 한근 드시는걸 추천드려요 멜조림이랑 같이 먹으면 진짜 맛있어요']"
x,x,x,x,x,x
"곱창,막창,양","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200923_43%2F1600863738238V6Q65_JPEG%2FCroDnkg2uMDQRKWsbPAwRcSm.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200923_48%2F1600863837687xMzVF_JPEG%2FQLPqkKjPPAC4LQuRtZ5TPCH-.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200923_54%2F1600863777687EDPvt_JPEG%2FkVhWzZ7u1xFbZF_4JmJtWF-B.jpg""']",4.67,45,10,"['좋아요', '혼자 하시는 곳이라 조금 기다릴수있지만 맛있게 잘 먹었어요', '제주산곱창은 처음먹어봤는데 확실히 부드러웠고 양념을 정말 맛있게 잘하시더라구요? 현지인 맛집이라고 소문이 난 이유를 알것 같아요! 한라산이랑 맛있게 먹고 왔습니다! 다음 제주여행에도 또 가고 싶을정도 맛있었어요!', '', '사장님 친절하셔서 기분 좋게 먹고가는곳 😍\n알곱창, 한우우거지국 개 맛도리입니다.\n다들 드셔보십시요', '야채곱창 냄새 안나고 맛잇어요〰️ 주먹밥도 고소하니 굿굿🥰', '우거지해장국 맛있어요 굳굳', '사장님이 친절하시고 곱창도 많고 맛있어요~! 볶음밥도 1인분 시켰는데 밥양 엄청많고 맛있어요!!다먹고 후식으로 아이스크림도 주세요👍👍', '음..?\n친절하십니다 왕십리곱창생각나서 갔지만..', '너무 맛있어요', '맛있어요', '좋아요', '', '👍👍', '매운데 맛있는 편이에요~', '포장했는데 맛있고 양도 푸짐합니다. 앞으로 자주 먹을 것 같습니다.', '', '사장님도 친절하시고 양도푸짐하고 맛있어요👍👍', '앗,사진찍는걸 잊었네요😭\n비도오고,1인분이라 포장으로 해왔는데 집와서 열어보니 서비스를 이것저것 많이도 주셨네요😍근데 주신 서비스마저도 하나같이 다정말 맛있어서 깜짝 놀랐어요! 든든한 한끼가되었습니다.\n사장님 서비스도 좋고, 곱창 맛도 좋아 별 5개드리고 싶습니다!👍👍', '제주 대박 곱창 야채곱창 12,000원', '맛남', '마시써요', '양많고 너무 맛있고 매우 친절하세요~', '', '', '', '양많고 서비스가 좋아요', '진짜찐맛집!\n양도많고 맛도좋고 사장님 친절하시고~\n서비스도마니주시고\n아이스크림에 마스크까지\n챙겨주시는센스!👍👍👍👍👍', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
"전,빈대떡","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231104_119%2F1699062556280PWTcp_PNG%2F1699062457729.png""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231104_232%2F1699062556714FseHh_PNG%2F1699062456976.png""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231104_239%2F1699062556772XO1i1_PNG%2F1699062457078.png""']",x,30,9,"['아라주는 전집.. 딱 비오는 날 막걸리에 전먹기 딱 좋은 장소라고 이야기들었어요~ 오늘은 저녁식사로 픽! 모듬전이랑 해물파전 주문했어요.. 저는 홀에서 먹기 좋은 곳이라고 들었었는데 포장 전문인줄~ㅋ 포장 너무 깔끔하고, 포장 배달일때 발생할 수 있는 부분도 자세히 적어놓으셔서 너무 좋더라구요! 그리고 더 중요한건 너무 맛있어요. 해물파전도 새우랑 오징어도 들어가있고, 깻잎전, 육전, 팽이버섯전? 녹두전.. 양도 넉넉하고 너무 알차게 구성되어 있어요. 밑반찬이랑 된장국도 주셨네요~ 잘 먹었습니다..😊', '비 오는 날 모듬전에 막걸리 조합으로 맛있게 잘 먹었어요', '사장님가족 모두 너무 soooo친절😊\n갈때마다 기분좋아집니다😊\n요근래 잘못갔는데ㅎㅎ 조만간 또 갈께용💪', '맛있어요 가성비 도 좋고 막걸리에 딱이에요 자주 갈 것같아요', '근처에 전파는 가게가 없는데 괜찮네요. 녹두전이 제일 맛있어요.', '고추 종류를 아예 못 먹는데, 미리 남기길 잘 했어요 조금씩 들어가는 거 다 빼 주시고, 다른 전으로 대체해서 보내주셨어요. 후기에서 양 많다고 해서 각오는 했는데 진짜.. 진짜 많아요😮 넉넉잡아 삼일은 먹은 듯해요 다음엔 매장도 방문해볼게요 맛있게 잘 먹었어요ㅎㅎ', '치즈감자전이랑 김치칼국수 먹었는데 가격대비 쏘쏘였어요.. 김치칼국수는 양은 많아요\n막걸리 두병 시켰다가 한병으로 주문 변경했는데 나중에 보니 두병 계산되어있네용ㅠㅜ', '전이 다양하고 맛있어요.', '오누이두분너무 친절하셔요~^^\n항상가면 기분좋게 먹고온답니다~^^', '모듬전과 부추전 포장해 먹었어요 ~\n4인 가족 맛있게 먹었네요 ^^', '동네 전집생겨서 기대하고갔는데 닭복음탕 먹었어요\n아주잘삶아지고 깔끔한데 저에게는 쬐금 깊은맛이 부족하네요 그래도 전먹으러 무족건 갑니다~', '여기 진짜 맛있네요 ㅋㅋ 막걸리가 쭉쭉 들어갑니다 안주도 너무 맛있어서 허겁지겁 먹었네용 앞으로 자주 오겠습니다 ㅋ', '전에는 역시 막걸리죠 !! 너무 맛있어요 사장님도 너무 친절하시고 잘 챙겨주셔서 너무 포근했습니다👍👍 안주가 맛있어야 술이 잘들어가는데 역시 맛있네요 상호명처럼 아라주는 전집입니다 잘먹고 가요~~😊😊', '딱 어제 날씨도 꿀꿀하길래 전이 땡겨서 가봤는데 너어무 맛있네여 은근 많이먹으면 느끼할줄알았는데 좋은기름을 쓴건지 하나도 안느끼하구 너무너무 맛있게 먹고가서 씁니당ㅎㅎ 비오는날엔 항상 올께요ㅎㅎ👍👍❤️', '제주도 놀러가서 저녁에 안주삼아 먹었는데 분위기 미쳤어요ㅋㅋㅋ파전집이여서 파전은 물론 제육볶음이 술안주로 최고입니당👍\n제주도 가신다면 꼭 가보세요!!', '진짜 말그대로 알아주는 전집입니다 ㅋㅋㅋㅋ 진짜 전 종류도 다양하게나오고 너무너무 맛있습니다 ㅠㅠㅠ 사장님도 너무 친절하시고 술이 술술 들어가더라구요 잘먹고갑니다❤️👍', '날이 흐려 기름진 전에 막걸리가 너무 땡기더라고요 일끝나고 막걸리한잔 걸치고왔는데\n전을 전문으로 하는집이다 보니 정말맛있네여💕여긴 정말 알아줘야되는 전집이 맞습니다👌', '딱 비오는 날 오기 좋은곳!\n감성 죽입니다 음식도 맛있고 술도 맛있고\n지인들하고 같이 딱 기분좋게 한잔 좋아요!\n여기는 안주 때문에 술 무조건 시키게 되있습니다\n재방문 의사 100프로 입니다!!', '전 여기 ㄹㅇ 맛있습니다 ㅋㅋㅋ 막걸리 거하게 취했네요 .... 전종류가 굉장히 많아요 이것저것 골라서 먹었어요 너무 좋은 시간 보냈습니다 사장님도 친절하시고♥️ 음식도 맛있고요 ㅎ 전집인데 닭볶음탕도 맛있음 웬만한곳 다 재쳐요 굳굳 담에 가족들이랑 갈거에여♥️♥️', '']"
한식뷔페,[],x,6,3,"['우연히 들린 농공단지내 구좌에서 운영하는 올레식당 가성비 좋고 맛있고 직원도 친절해요 !', '엄청 친절하시고 메뉴 구성도 알차요.\n 자극적이지 않고 담백하니 한ㄲㅣ식사로 거뜬합니다.\n아이들이 좋아했어요.', '갈때마다 너무 만족해서 리뷰남겨요\n제주도 물가대비 가격도 너무 좋은데\n음식 맛이 정말 하나같이 다 일품입니다..\n항상 친절한 모습도 넘 감사드려요 \n번창하세요.', '구좌 행원리에 여행이나 출장와서 점심값 아끼고 싶을 때 들리기 참 좋습니다. 2023년에 6천원짜리 밥 찾기 힘들죠...', '', '', '', '', '', '']"
