foodCategory,images,rating,visitReviewCount,blogReviewCount,review
"치킨,닭강정","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191220_238%2F1576830745163V8iBg_JPEG%2FOB1JQUBHALpoErIAQU6rIBmM.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191220_162%2F15768307473844H9e5_JPEG%2Fhp4lLggtbbQn572_snCnDaUm.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191220_210%2F1576830751105MzSsg_JPEG%2F5juVqTec4MSsgrRSSFTIgcyS.jpg""']",4.41,253,10,"['자주 시켜먹는 치킨집!!\n우리동네에선 여기 치킨이 젤 맛있는것 같아요!', '포장할인 좋아요', '순살양념 반반 했어요. 맛있어요. 젓가락 요청도 잘 챙겨주셨어요. 리뷰서비스로 치즈볼 받았는데 맛있어요. ^^', '맛있어요~~~치킨은 언제나 좋아요 😀', '믿고먹는 자담치킨^^ 역시 후라이드치킨은 늘 맛있네요^^~', '맵슐랭 너무 맛잇어용 ㅠㅠㅠ', '치킨이 너무 맛 좋아요~~~😋 아이도 어른도 다 좋아합니다', '맛있어요', '역시 치킨은 자담!! 너무 맛있어요', '쿠폰12장 후라이드 하나 서비스/ 친절하세요', '매장도 깔끔하고 치킨도 맛있었습니다. 좋은 닭을 쓴다고 하니 믿고 먹어야지요!', '치킨맛있어요', '언제나 잘 먹고있어요!!!\n맛있어서 자주 먹어요^^', '좋아요', '치요링치킨 맛있어요~~~👍반반치킨도 굿굿 👍', '아이들이 좋아해요', '굿', '', '재주문이에요', '괜찮아요', '', '', '', '', '', '굿', '맛있어요', '굿', '좋아요', '좋아요']"
양식,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211218_112%2F1639827363917CkNS6_JPEG%2F20211205_201558.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211218_275%2F16398273639279pOTl_JPEG%2F1638696602807.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211218_284%2F1639827363937YnOIu_JPEG%2F1638696601857.jpg""']",4.35,326,239,"['리모델링 전부터 즐겨찾던 곳입니다. 너무 좋아요^^', '너무 너무 맛있어요!', '돈까스 맛있어요 ㅎㅎ', '인생 돈까스 먹었습니다...새해 첫 날부터 맛난 음식으로 행복했어요', '오랜만에 다시 방문한 잇수다~\n역시 변함없는 맛!! 모든 음식이 다~맛있는데 내입맛기준으로는 여기는 진짜 로제파스타와 돈까스맛집!!\n이번에는 둘다 파스타가 땡겨서 파스타 2개~~\n조만간 크리스마스나 연말에 한번 더 갈까봐요!!!', '올레길걸으면서 들렸던곳이예요 \n지인이 맛있다고해서 가봤는데. 오 ~돈가스육집도 부드럽고 너무좋네요\n로제파스타도 너무맛있습니다 \n깔끔하고 좋았습니다', '제주도 올때마다 생각나는 곳입니다👍🏻\n매번 갈때마다 사장님들 싸우고 계셔서 눈치보였습니다😅 싸움은 좋지 않습니다🥹', '돈까스 고기 퀄리티가 매우 높네요', '소개받고 갔는데 진짜 맛있었어요 혼자가서 한가지 메뉴만 먹은게 아쉬웠어요 점심 지난시간이라 혼자서 한가하게 잘 먹었어요 또 방문할께요~', '깨끗하고 맛있어요', '흑돼지돈까스 혼밥했어요 ㅎㅎ 두 개가 다른 부위 같았어요!! 친절하시고 정말 맛있습니당 ㅠㅠ 또 방문하고 싶어요👍🏻', '깨끗하게 청결한 매장!\n살짝 덜 튀겼어도 됐을듯 하지만\n불평할 정돈 아니구요,\n돈까스 두툼하고 양념 맛있어요!\n같이 나오는 샐러드도 싱싱😘\n혼밥 맛있게 먹었어요!!', '제주도 애월의 숨은 맛집... 잇수다 ~~~\n오픈런함...돈가스 파스타 맛은 최고다.\n사장님도 친절하시고 ...\n제주도. 다시 방문하면 또 올께요^^\n오래오래 하세요~~~~', '두번째 한달살이의 막바지, 테지움에 갔다가 돈가스가 먹고 싶다는 첫째의 말에 검색하고 온 곳.\n한달동안 먹은 음식 중 단연 1등을 주고 싶다.\n음식 맛도 좋았지만 청결과 분위기도 너무 좋고 무엇보다도 사장님과 스텝분들 모두 친절하셔서 기분이 좋아지는 곳이다. 아기들도 예뻐해주시고^^\n 사실 애기 두명을 데리고 식사하기가 쉽지않은데 아이들도 무척이나 맛있게 먹어주었다.아마 통창으로 보이는 바깥 풍경이 마음에 들었나보다. \n평소 꾸덕한 까르보나라를 좋아하는데 여기는 꾸덕하지 않았는데도 무척 마음에 들었고 맛있게 구운 돼지고기가 너무나 맛있었다.\n돈가스는 이렇게 두꺼운 고기는 거의 처음인데 평소 얇은 돈가스를 좋아하는 1인이지만, 고기가 너무 부드럽고 맛있었다. 어떻게 익히신건지 궁금할정도로 최고였다♡', '', '까르보나라에 버섯 베이컨 양파가 드으음뿍 들어있어요\n소스도 맛있어서 막 빵 있으면 찍어먹고싶어요 🥹🥹', '벌써 두번째 방문이에요^^\n너무 맛있어서 제주도 오면 꼭 들립니다\n\n리코타 치즈 샐러드에 나오는 치아바타 빵 구워서 나오는데 바삭하고 풍미가 너무 좋고\n\n로제파스타 새우 가득하게 맛있어요!\n\n흑돼지 돈까스는 고기가 엄청 도톰하게 들어가 있고 양념도 고기랑 조화가 잘 맞아요\n\n바다를 바라보며 먹는 식사 너무 좋았습니다', '제주 애월 맛집 잇수다 너무 맛있어요 \n돈까스 파스타 강추', '돈까스가 진짜 맛있어요 엄청 두툼한데 뻑뻑하거나 그러지도 않고 육즙때문에 촉촉해요\n소스도 직접 만드신거같고 위에 올라간 하얀 소스 덕분에 갑칠맛이 엄청 나요\n양도 많아서 배부른데 맛있어서 끝까지 먹고 왔습니다😊', '', '특별한맛은 기대하지마세요\n너무나 평범한 맛', '매장도 청결ㆍ음식맛은 베리 굿!!!!! 입니다^^\n애월 ㆍ파스타ㆍ돈가스 드신다면 꼭 가보세요~', '', '굿', '매장과 화장실이 아주 청결하고\n창밖 뷰가 멋져요\n노을질 때쯤 방문하는 것을 추천드립니다\n혼밥 가능하고, 8시 라스트오더면 제주치고 늦게까지 식사가 가능한 편입니다\n흑돼지돈까스 시켰는데, 돈까스가 아니라 그냥 흑돼지 살짝 튀긴 정도에요 고기가 진짜 엄청 두툼한데 질기지않고 부드럽고 양념도 독특하게 맛있어요\n다음엔 파스타도 도전해보고 싶네요 !', '까르보나라 소스가 너무 묽어서 국수처럼 먹게 되는거 빼면 괜찮아요', '먹을만 해요 좀 더 친절했으몀..', '잇수다에서 점심먹고 시원한 커피한잔!! 오랜만에 들렀는데 돈까스 정말 두툼하고 폭신한 느낌? 느끼하지\n않고 딱 제스타일이네요^^ 음식이 예쁘게 나와요', '굿', '맛있더군요']"
x,x,x,x,x,x
"육류,고기요리","['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240117_248%2F1705453137827FSB3m_JPEG%2F490.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240117_22%2F1705453136822C9bSf_JPEG%2F3049.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240117_17%2F1705452755766L7eBq_JPEG%2F598.jpg""']",4.72,43,8,"['모든 메뉴 다 맛있지만 저희 가족은 닭갈비를 좋아합니다. 쌈도 넉넉하게 주시고 고기 양도 많이 주셔서 항상 배가 터질 것 같아요. 특히 고기를 초벌구이해주셔서 고기 굽기 편해요. 서빙하는 아드님, 따님도 친절하고 귀엽고 사랑스러워요 💕', '고기가 좋아요 처음에는 고기도 구워주시고 잘 잘라주셔서 맛나게 먹었어요제주산 오겹이 맛났어요', '고기 양이 많아서 여러명이서 가면 진짜 가성비 맛집입니다. 꼭 가셔서 드셔보시구 여름한정 열무국수 있습니다. 이제 곧 끝난다 해서 갔는데 양도 많고 맛까지 완벽합니다. 밑반찬? 말해머합니까 다 맛까지 있으며, 질도 좋고 양도 많고 굿굿!!\n\n(된장찌개 필수) 공깃밥 추가도 필수 소주도 필수 입니다.( 미성년자는 술 못드셔요!!)', '맛나게 잘 묵었으요', '두릅도 맛있고 동지김치? 열무국수 잔치 국수도 맛있어요!\n고기를 안좋아하는데 다른 친구들이 고기도 괜찮대요~^^', '굿', '굿', '맛있고 친절해요 ㅎㅎㅎ', '친절하고 맛있어요', '첫 방문...\n또 갈거임\n닭갈비가 부드럽고 맛남', '굿', '부모님 모시고 가기 좋은 곳이고 양이 진짜 많아요!! 양념갈비랑 닭갈비도 정말 맛있구요 ㅎㅎ 사장님 직원분 모두 정말 친절하시고 센스있게 서빙해주셔서 기분이 좋아지는 곳이에요 ㅎㅎ', '동네 고기집 있길래 왔는데 너무너무 맛있었어요 ㅎㅎㅎㅎ', '고기를 정신없이 먹느라 사진을 못찍었네여~\n오겹,생갈비,닭갈비..다 맛있고 밑반찬도 정갈하네요~ 닭고기 엄청 부드럽네요👍🏻 \n비빔국수 양념이 와우~~~자극적이지 않은데 감칠맛이 죽여요~~ 멸치국수는 시원해요~\n가족과 함께 가성비좋게 먹고 왔어요🤗', '동내맛집 너무 친절해여', '반찬도 맛나고 야채도 많이주시구친절해요', '좌석이 너무 붙어있어 얼른먹고 나왔어요 고기 맛나요', '가격대비 맛난곳이랍니다^^', '나맛나고 저렴하고 깨끗해요', '맛나고 저렴한곳이랍니다^^', '진짜 다 맛있는 최고 맛집!!\n언제나 믿고 가는 곳', '사장님 친절하시고 쌈채소, 사이드메뉴가 푸짐하게 나와요', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
카페,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231212_39%2F1702386906720syhjM_JPEG%2F5B07BF04-0E76-4A23-9EC7-5A9DEE595B64.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231212_91%2F1702386824310A7yyo_JPEG%2F384F301F-7FB2-46ED-864E-FA814251A9EA.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230419_300%2F1681911295090rl0Fj_JPEG%2F07956B33-250B-4C48-84B1-E7A5DDDD5B08.jpeg""']",x,210,177,"['제가 먹어본 딸기음료 중에 탑입니다.. 위즈커피 육지로 나와주세요 ….ㅠ 위에 아이스크림이 미쳤구요 이렇게 예쁘고 맛있고 다 하는 딸기음료는 세상에 업서요 ㅠㅠㅠㅠ', '음료설명도 잘되어있어서(그림) 맛보고 픈 게 너무 많네요~~^^ 푸짐해 보이는걸로 주문해 맛나게 먹고 나왔어요^^', '예전이랑 카페 구조가 조금 바꼈네용\n커피는 조금 아쉽지만\n구움과자는 정말 눈돌아가네요ㅠㅠ 더먹으려다가 참았어요', '역시 디저트 맛집 위즈커피답네요! 한번도 안 먹은 사람은 있어도 한번 먹은 사람은 없는 그런 맛이네요🤩\n작업하기 좋아서 편하게 머물다가요~~', '추워서 근처 카페 찾았는데\n디저트 맛집인가봐요~\n빵굽는 냄새 넘 좋구 카페가 깨끗하게 예뻐요\n진저라떼 마셨는데 달달하게 알싸했어요ㅋ', '좋아요', '디저트 선물은 무조건 위즈!!!🤍\n완전 맛있어요 특히 빼빼로휘낭시에\n인생 디저트…🤍⚡️', '구움과자 최강 맛집 위즈커피❤️사장님 너무 친절🙆🏻\u200d♀️무엇보다 강아지랑 같이 올 수 있어서 👍🏻 휘낭시에 무조건 드세요!!요거트(?)아이스크림 올라간 딸기우유도 너무 맛있어요!!😇', '음료가 느무 귀여웠어효.. 👉🏻👈🏻', '커피도 맛나고 딸기우유도 맛나고 \n직접 만든 디저트 맛나요ㅋㅎ \n잘먹었습니다.', '병원 대기가 길어 근처 카페 검색해서 갔는데\n커피와 디저트 맛있기로 유명한 곳이었어요~\n분위기도 넘 따뜻하고..\n몬도라떼 커피..완전 제스타일^^\n로투스초코 역시 고소하면서 적당히 달고\n부드러워 순삭이었어요~\n외도갈때마다 들려야겠어요~', '남자친구 단골집\U0001fa75 매번 사오는 휘낭시에에 반해서 포장 잔뜩하구 매장에서는 타르트도 먹었어요 ㅎㅎ 계속 생각나는 맛 🥺', '간만에 갔는데도 방문할 때마다 친절하게 맞아주시는 사장님 덕분에 기분 좋아지는 공간이에요☺️ 아는 사람들은 다 아는 디저트맛집이라 위즈커피 방문하면 디저트는 필수 주문해야 해요. 이번에 주문한 로투스초코 휘낭시에 정말 맛도리네요〰️ 둥둥라떼는 말해모해🤎 지금은 입구 쪽에 겨울 느낌 낭낭한 트리도 있어서 가볍게 사진 남기기에도 좋을듯 해요!', '조용하고 따뜻한 분위기의 카페예요 딸기우유 추천해주셔서 먹었는데 존맛', '외도동에서는 제일 괜찮은 카페같아요. 커피도 디저트도 평균이상이예요~', '우연한기회에 가게되었는데..\n찐맛집이네요^^\n디저트들이 맛있어요.', '맛있어요', '좀 늦게가서 디져트가 많이없어 아쉬움 밀크티맛잇고 치즈케이크 존맛 ㅠ', '.', '첫방문때도 리뷰 남기고 싶었는데 못 남겼어요ㅜ\n드디어 남기네요 ㅎㅎ 느껴보지 못한 찐한 맛에\n반했어요. 🥹 이번에도 감동하고 갑니다. 😊', '맛팄어요', '밥 안먹고 갈걸.. 디저트 너무 맛있어요 :) 대박맛집', '위즈커피 최애 둥둥라떼🤎 오랜만에 먹어도 맛있어요 !!! 디저트는 말해모해 ~ 휘낭시에 다들 먹어주세요🥹🫶🏼', '사장니도 직원분도 엄청 친절하십니다\n디저트가 너무 맛있고 인테리어도 힙합니다~\n단골 하기로 했어요~', '제주도 여행가서 큰 카페보다 개인 카페를 선호 해서 찾아갔는데 완전 대대만족 커피며 디저트 하나도 놓치지 않으셨더라구요🧡 몬도라떼 계속 생각 나요,,🧡직원분도 친절하시고 디저트 맛있서서 포장했는데 집에서 얼려먹고 타르트는 한입에 넣어서 먹으니 🤤행복 제주도 갈때 또 갈게요 ㅜ 제주도에 안살아서 속상하네요ㅜ', '자주 가는 카페중에 하나! \n디저트도 맛있고 인테리어도 맘에 드는곳 ㅎㅎ', '커피도 맛있고 애견동반도 가능해서 너무 좋아용❤️', '사장님들도 너무 다정하시고 언제가도 반겨주셔서 기부분좋은 곳!\n딸기우유랑 디저트 넘 맛있어서 가족들 모두 데리고 또 출동했어요♥', '키워드 다섯개만 고르기엔 너무 갓벽한 카페 ,, 요새 이렇게 저렴한데 퀄리티 좋고 맛있는 커피맛집, 디저트 맛집이 어디있나요ㅜ 정말 애정할수밖에 없는 카페 .. 사장님도 짱 짱 친절해요💗 다들 위즈하세요', ""외도동에 현지 제주도민 추천 카페 '위즈커피'에 다녀왔습니다. 감각적인 인테리어와 소품, 그림, 조명 등 위즈커피 만에 싱그러운 감성을 느낄 수 있습니다. 위즈커피 인테리어 중에는 애플컴퓨터와 감성적은 책상 그리고 아이패드가 진열된 공간에서 잠시라도 일하고 싶을 만큼 느낌 있는 장소여서 더욱 추천하고 싶은 외도동 카페입니다.\n\n감성카페 위즈커피에서 주문한 메뉴는 '아이스 아메리카노(다크로스팅/ 4,000원)' 과 위즈커피 대표메뉴인 '바닐라라떼(5,000원) ' 입니다.외도동 감각적인 위즈커피 메뉴 '바닐라라떼'에 라떼 위에 새겨진 ' 하트' 무늬 카페라떼 아트도 인상적입니다.\n\n※해당 마이플레이스 계정을 팔로우 하시면 제주도에서 직접 경험한 다양하 여\n여행정보를 확인할 수 있습니다.""]"
한식,[],3.21,57,20,"['좋아요', '메인 두루치기 먹고 볶음밥도 해먹을 수\n있음.', '맛있어요', '두루치기 가성비 좋아요', '😄', 'ㄱㄴ', '조아요', '맛있어요', '언제가도 맛있는 곳:)', '두루치기 맛있', '포장해서 먹는데 훌륭합니다\n맛있어요', '여전히 맛있어요', '맛있어요', '굿', '굳', '두루치기가 맛있는 식당~사진은 미처 찍지 못했어요', '두루치기 맛있어요', '👍', '좋아요', '맛있어요', '맛있습니다', '좋아요', '굿', '두루치기가 참 맛나요~', '맛있어요 제주 여러 두루치기 중에 제일 맛있어요 밑반찬으로 나오는 국 정말 정말 맛있어요', '⭐️⭐️⭐️⭐️\n밥 양 진짜 많아요!\n반찬 간이 센 편이라, 맛이 잘 살아있어요!\n두루치기 진짜 맛있어요!! 추천추천 - \n사장님 계속 반찬 리필해주시고 부족한 거 없으신지 확인하셨어요, 친절친절', '친절해요', '정말 맛있음ㅎㅎ 항상 일끝나구 가서3명먹구 아님포장해서 가는데 잘챙겨주세요 남자사장님두 넘친절하세요 ^^일단맛있음!!!', '', '굿굿']"
x,x,x,x,x,x
한식,[],4.43,57,6,"['사장님 두분이서 하시는데 아주 친절하세요.\n음식도 맛있구요.\n가성비 가심비 모두 잡은 곳입니다.\n화장실이 바깥에 있어 좀 불편할 수 있지만\n청결하게 관리 잘 되어 있어요.\n방문하신다면 절대 후회 없을 것 같아요!\n매우 추천합니다!!', '맛나요', '저렴히 듬뿍 먹을수 있어요ㅎ', '굿', '맛있어요', '두루치기 맛있습니다~', '진짜 찐 도민맛집! 도민 아니면 모르는 곳!\n흑돼지 두루치기랑 부대전골 먹었는데.. 굿!\n반찬도 집반찬 스타일에 다 너무 맛있어요 😃\n두루치기가 너무 맛있어서 밥 한공기 다 먹었어요! 부대찌개도 완전 추천이요~~~ 👍', 'ㅇㅇ', '숨은 맛집', '굿', '고향식당 같이 소소하지만 한치물회 한그릇\n마시면 여름 걱정 뚝\n정말 가성비 좋고 최고입니다', '', '', '', '', '', '', '', '', '']"
