foodCategory,images,rating,visitReviewCount,blogReviewCount,review
한식,[],4.29,98,76,"['', '', '', '', '', '', '', '', '', '']"
펜션,[],4.74,117,28,"['', '펜션도 깨끗하게 관리되어 있고 커피도 맛있어요', '굿', '굿', '', '만족합니다', '', '', '', '', '', '사장님이 정말 친절하고 생각보다 넓고 깔끔해요 좋았어요', '굿 커피맛도 아주 좋네요!', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
한식,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230415_26%2F1681536518183FJpJH_JPEG%2F20230327_213246.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220604_273%2F1654319653989Jic1E_JPEG%2F1654305889379.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220604_259%2F1654319653710PRl82_JPEG%2F20220529_142130.jpg""']",4.38,157,55,"['', 'ㅇ', '', '맛있고 친절하고 가성비도 좋고 송악산 방문하면서 아주 만족스런 식사였어요..\n추천해요', '음식맛 최고..추천합니다', '음식이 맛있고, 정성이 느껴지는 엄마, 할머니 집밥 같아서 좋아요\n강추합니다', '제주송악산 요망진밥상 1만원 최고의 밥상 추천합니다', '가성비좋고 맛있어요', '그냥 그래요', '굿', '친절합니다. 싱겁게 먹는 편인데, 음식 간이 약간 쎈 편이라고 느꼈습니다.', '맛있어요', '정식 먹었는데 양도 많고 구성도 다양하고 푸짐해요~ 깔끔하고 맛있어요👍', '맛없는 건 먹어도 쩐내나는건 못먹겠다.....대체 무슨 기름으로 구으면 저리됨?', '음식도 성의가 없고 지져분해요', '굿', '음식도 맛있고 친절해요', '좋아요', '굿', '굿', '', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
종합분식,[],x,44,29,"['무가 한가득 들어 있구요 정말 셋 빨간 경상도 부산시 떡볶이 입니다\n보기에는 엄청 매워 보이는데 막상 먹으면 그렇게 맵지 않고 달콤함이 가득한 아이들이 정말 좋아하는 떡볶이 집이에요^^', '부산식떡볶이가 특별하고 맛있어요~', '콩국수 맛있어요', '떡볶이 순대 김밥 맛있어요', '떡볶이 어묵 멸치국수 \n튀김바로 해주셨어 더 맛나요', '멸치국수 참치김밥 추천해요', '분식이 다양하게 있어요', '맛잇어요~', '추운날 어묵을 먹으니 좋아요', 'GOOD~~❤❤\n좋아요~~❤❤❤', '옛날떡볶이맛이에요~', '떡볶이 떡이 맛있음. 튀김은 추천안함. 재방문 의사 있음.', '떡뽁이 맛나요', '굿', '맛나요', '양도 푸짐하고 맛있어요~~~\n부산식이라 더 맛있구용!\n쌈장에 순대!! \n진리입니다\n다음에 또 올께요', '부산식 무떡볶이 양념이 진짜 맛있어요~ 김밥도 큼직한게 딱 제스타일이었어요👍🏻👍🏻👍🏻', '진한 떡볶이가 먹고 싶을 때 너무 좋아요!!!!!! 맛있고 양도 많아서 여럿이 먹어도 좋겠습니다!!! 튀김 바로 튀겨서 주셔서 바삭바삭하고 어묵에 파송송 호록호록 먹으니 배도 뜨뜻해져서 제주도 여행 기분좋게 시작했어요~!! 강츄!!', '서귀포에서 부산떡볶이를 만날 수 있는곳 순대도 정말 맛있게 먹었습니다.', '', '굿', '동네맛집', '떡볶이는 묽은 제주스타일이 아니고,\n 무말랭이 들어간 꾸덕한 부산스타일 떡볶이 같아서 맛있어요.\n김밥이랑 국수랑 모든 음식이 깔끔한 맛이었어요', '순대내장에서 비린냄새가 나요 ㅠㅠ', '무말랭이 떡뽁이 새로 생겼다는 소식에 지나는 길~~ 딱 있길래 들어가서 \n무조건 떡뽁이 \n\n오뎅은 오뎅국물에서 건져낸 오뎅 \n이러면 너무 티나고 성의 없어 보이는 개인적인 생각이예요~~ 오뎅국물 밑에 떡뽁이용 오뎅을 건져서 사용하는데 ~\n떡뽁이 무언가 2% 빠진 맛 \n그래도 서귀포 안에서는 괜찮은 맛이예요', '멸치국수 맛있어요', '매장에서 먹었는데 포장하시는 분들이 많았어요 2명이서 떡볶이 튀김 김밥 주문했고 양도 많아서 적당히 배불렀어요 그저 그런 흔한 떡볶이가 아니라서 좋았어요', '', '', '']"
한식,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230821_264%2F1692622966555t8JH5_JPEG%2F%25C7%25A5%25BC%25B1%25C1%25A4%25BD%25C4.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230821_248%2F16926229609262p48K_JPEG%2F%25C7%25A5%25BC%25B1%25C1%25A4%25BD%25C41.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200427_34%2F1587976046070De15m_JPEG%2F9SuCGJvso23GINaisAWiLjIf.jpg""']",4.57,666,2813,"['..', '추석연휴때 방문했어요 일단 가지마세요 ㅋ\n진심으로 너무 맛없어요 갈치조림하고 구이 먹었는데 \n갈치조림 양념은 진짜 아~~무 맛도 안나고 개맛없어요 \n진짜 짜증나고 화나서 말하고 싶은데 그냥 다 포기하고 나올정도 입니다. 나오고 나서도 돈아까워서 죽는줄 알았습니다. 다시한번 말하지만 가지마세요 그냥 가지마세요 \n이 리뷰보시고 여기 안가셨으면 저한테 돈 주세요 \n진짜 배고프면 라면드세요 마지막으로 말합니다 가 지 마 세 요 우리 모두를 위해 이런것은 리뷰남기고 가지 말아요', '만원 정식으로 먹었는데 너무 푸짐했어요~\n전체샷이 없어 아쉽네요~ \n양 많고 맛나고 추천 합니다 ^^', '관광지라 비싸지만 어른들모시고 식사하기 괜찮았어요', '굿', '갈치조림, 갈치구이 둘 다 신선하고 맛있었습니다!', '가성비좋고 음식이 맛있어요', '갈치가 크고 맛있어요 사장님 친절하세요^^', 'SO~SO', '음식 깔끔하고 맛있었어요.\n갈치조림 시켰는데\n갈치구이도 같이 나오더라고요.', '갈치구이하고 조림나오는 한라산 한상 먹었어요\n갈치구이는 몇토막 나올줄 알았는데 한마리가 통째로 나오네요! \n조림은 신맛이 좀 강해서 구이가 더 괜찮았어요\n음식이 전반적으로 와 엄청 맛있다는 아니지만 전복죽에 전복구이에 나쁘지 않게 푸짐하게 먹었어요', '사장님도 친절 하고 맛도 정말 맛있어요!!! 너무너무 추천 합니다 ㅎ:) 양도엄청 많아서 4인분 시켰눈데 적당히 드시는거면 6인도 가눙 핳꺼겉어요', '갈치조림 구이전문점\n행복한 한상 주문했는데 비싼것같아도\n갈치조림에 낙지 전복.게 .딱새우들어있고\n돌솥밥에 성게알미역국 버터새우 전복죽\n따로나오고 대왕갈치구이 나옴\n눈도즐겁고 배도 두드리고 맛도최고', '푸짐', '굿', '맛나고 친절하고 가성비도 좋아요', '갈치가 싱싱하고 크고 맛나요. 전복죽과 미역국도 맛나요! 입식이라 이건 좀 불편하지만 가성비 맛집입니다.', '제주여행중\nㄱㅏ격이가성비좋아서 선택했어요\n어른,아기 먹기좋아요', '갈치구이 무슨 치킨인줄 ,,,토실토실 \n정신 놓고 먹었습니다 🙃\n!!!!!!! 존맛 !!!!!!!! \n사장님 힐링 식사시간 보냈습니다💗', '먹을만해요', '', '', '', '', '맛있어요! 제주도에서 외식하기 물가때문에 지치던 중에 한상차림 맛있게 먹고 너무 만족해서 리뷰남겨요~~ 밑반찬도 모두 맛있고 밥과 죽도 넉넉해서 좋았어요 제주여행오면 꼭 다른차림도 먹어보려구요 번창하세요!!', '맛이좋아요', '맛나요', '음식이 맛있어요. 양도 푸짐하고 기본찬들도 정갈하고 솥밥이 나와요. 잘 먹었어요', '숙소가 표선면에 있어서 가까운거리 검색하고 갔어요. \n갈치구이 맛있어요~~ 장아찌류 밑반찬도 괜찮고요~~갈치조림은 좀 더 간이 배면 더 맛날것 같아요.', '굿']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
