foodCategory,images,rating,visitReviewCount,blogReviewCount,review
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
한식,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230904_95%2F1693810842702O4HwY_JPEG%2FKakaoTalk_20230904_160033632.jpg""']",x,7,0,"['사진이 부족하지만 확실히 외도에 거주하고 계신다면 한번가서 드셔보셨으면 좋겠어요ㅠ오뎅탕도 개운하니 맛있고 짜글이도 간이 적당하니 술이 잘들어갔어요 애들도 적당히 먹을만한 간이구요\n정말 맛있게 먹구갑니다.', '사장님 예쁘시고 음식이 맛있어요', '짜계치 존맛탱굴희💛', '좋아요', '술이 술술술~~~ 넘어가요💕\n지인 추천으로 왔는데 저도 여기 단골 할 예정 입니다😍😍😍 안주가 맛이랑 가격 전부 👍👍', '새롭게 오픈했는지 내부가 엄청 깔끔해요~~\n이게 무슨 일인지 순살치킨은 입에 넘어가면 숑 사라지는 마법~~ 치킨맛집이네요🥰🥰🥰\n포차느낌~~ 분위기 쵝오^^\n메뉴 가격도 너무 저렴하고 자주 올게요~~', '', '', '', '']"
한식,"['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230202_233%2F1675289919797VH0vk_JPEG%2FScreenshot_20230202_071833_Instagram.jpg""']",4.49,162,169,"['비빔밥이랑 순두부찌개 우동을 먹었는데요 비빔밥이 제일맛있었어요^^ 반찬 중에 오징어젓갈이 특별한 맛있는맛이었어요', '✔️', '술술 풀린 순두부찌개가 매콤하니 맛있네요! 비빔밥에는 다들 꼭 계란후라이를 하나 더 시켜드시길래 담에 다시 가서 넣어 먹어보려구요! 참기름 드으으음뿍 넣어주셔서 옛날비빔밥 느낌 나고 좋네요 ㅎㅎ\n\n반찬들 중 오징어젓갈은 간장게장 뺨치는 밥도둑입니다! 손님들이 많이 찾는지 따로 판매도 하고 있더라구요! 도톰하고 매콤하고 살짝은 달콤하니 밥 반찬으로 딱이었습니다!\n\n아 그리고!!! 주차할 공간은 매우매우 협소하니까 도보 5분 거리 공영주차장 이용하시는거 추천드립니다! 건너편 가게에서 운영하는 주차장은 가격이 터무니없고(...ㅠㅠ) 안쪽에 공영주차장 하나 있긴 한데 무조건 꽉 차 있어요...! 참고하세욧!', '언제나 남김없이 먹고 옵니다.\n짭짜름한음식을 좋아하는 저에겐 딱이예요', '진짜..여기가 찐입니다!!\n순두부맛집 인정ㅜㅜㅠ\n그리고 반찬은 셀프인데,\n반찬중에 오징어젓갈 이거 진짜 밥도둑이에요!\n오징어젓갈은 따로 구매할 수 있어서\n하나 쟁여왔어요:)', 'SNS 맛집 추천으로 방문했는데\n기대는 하지 마시길 취향차이겠지만 동네에 먹어볼만한 순두부찌개 정도 굳이 찾아갈 정도는 아님', '와 여기 진짜 미친맛 너무 맛있어요 오바\n안하고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ제입에는 진짜 미침맛이네요 !! 24년도부터 물가상승으로 재료값 오른다고 써있던데 그래도 갈레요!!!!', '유튜브에서 우연히 찾은 식당!\n현지인들도 많이 가는 가성비 좋은 맛집이라고 해요.\n크리스마스 날 1시반쯤 방문했더니 사람이 많더라구요~\n약 20분 대기한 것 같아요.\n\n가격이 엄청 착하고, 음식 맛이 아주 좋아요~\n반찬들이 하나 하나 다 맛있구요, 순두부 찌개가 얼큰하니 최고에요 👍 저는 맵찔이라 순두부찌개 순한 맛이 딱 좋더라구요~\n비빔밥도 정말 맛있어요👍\n\n다음 여행 때도 또 찾게 될 것 같아요~', '맛있어요😍', '여긴 제주도 올때마다 오는 찐맛집이에요!\n1인당 1부대찌개 + 계란후라이2개 국룰입니다 \n강츄!!', '찐도민맛집인정', '찐맛집!', '순두부 존맛이에요 ㅠ!! 와 짱짱! 속 느글거렸는데 싹 해장 됐어용', '처음에 들어가서 자리가 있길래 앉았는데 단체석이라고 기다려달라고함 기다렸더니 그 다음손님도 2명 오니까 그냥 앉으라하더라구요 거거까지는 이해합니다 근데 주문하고 기다렸는데 음식도 던지듯 그냥 툭툭 던짐 콜라를 주문했는데 500 미리짜리가 왔는데 컵을 안주네요 컵달라고 하니 셀프라네요 어이가없어서 그럴꺼면 캔을 팔아야지 500미리 콜라를 팔면서 잔을 셀프라는게 이해가 도무지 안되네요 그럼 소주 시켜도 잔은 셀프이고 막걸리 시켜도 막걸리 잔은 셀프로 갔다 먹어야되는건가요??물이 셀프인건 천번만번 이해하겠는데 음료 시켰으면 최소한 컵은 줘야 맞지 않나싶네요 안경쓰신 아줌마 알바인지 사장인지는 모르겠는데 그렇게 장사하지마세요 웃는다고 다 친절한게 아닙니다 다신안감 맛도 본점이 훨씬 났네요 본점가세요들', '순두부찌개를 좋아해서 검색했더니 현지맛집이더라고요 보통맛 시켜도 충분히 맵삭하니 맛났어요 혼밥이라 비빔밥이랑 찌개는 밥은 빼고 주문했는데 비빔밥도 안짜고 좋고 밑반찬도 깔끔하니 안짜고 맛있어요 \n오징어젓갈, 깻잎지는 따로 판매도 하더라고요\n친절하시고 간만에 맛난 순두부찌개 먹었습니다 🤗', '맛있게 잘 먹었어요.\n중간맛도 얼큰하네요', '순두부짱', '음식빨리나오고 맛있어요', '그냥 맛잇어요.매운맛은 틈새라면정도 일까나?\n앞에는 보통맛.\n깔 차이 나네용 ㅋ.ㅋ.ㅋ.ㅋ.ㅋ\n불친절도 아니고 친절도 아니고\n오징어 젓갈도 사이드로 잇구\n조아요~', '여기 진짜진짜 맛있어요!\n특히 순두부찌개 꼭 드셔보세요~~!!', '맛이. ..', '징쨔 너무 맛있어요ㅠㅠㅠ제주 올때마다 먹어요❤️', '다른 해바라기보다 평점이 좋구 줄이없어서 방문했습니다 사람은 많지만 대기 없이 들어갈수 있었어요 중간맛으로 했는데도 저한텐 꽤 매워서 콧물을 엄청 흘리며 먹었어요 특이하고 자극적인 맛입니다 자주 생각날거 같아요 맵기도 그렇지만 보통 알고 있는 부드러운 순두부 아니고 몽글몽글한 두부에여 다진고기? 도 같이 들어있습니다\n물 반찬 셀프입니다 오징어젓갈 맛잇는데 저는 순두부 매워서 단무지만 엄청 먹었네여\n\n혼자 가서 그런건지 원래 그런건진 모르겠지만 다들 퉁명스러워서 좀더 친절하시면 좋겠다고 생각했습니다', '신해바기만 갔었다가 처음으로 북교해바라기갔는데 어후 역시나 맛있네요 !! 오징어젓갈에 밥에 순두부까지 떠 먹으면 하 … 말해 뭐해 입니다', '도민분께서 여기가 더 맛있다고 하신 이유가 있었네요👍 반찬부터 순두부까지 다 너무 맛있었습니다😍', '깻잎, 오징어젓갈 맛집 \n또간집 해바라기는 웨이팅이 너무 길어 여기로 왔는데 약간의 웨이팅은 있었지만 음식이 빨리 나왔어요\n순두부찌개 중간맛으로 하니 맛있네요\n비빔밥도 맛있어요', '- 순두부찌개(중간맛, 매운맛)\n부드럽게 호로록 넘어가는 순두부 아니고 몽글몽글한 순두부라 색다르고 좋았어요! 중간맛은 적당히 맵고 매운맛은 꽤나 매워서 맵찔이는 순한맛먹고 그래도 적당히 얼큰한 거 먹고싶으면 중간맛 추천드려요! 매운거 좋아하신다면 매운맛이 당연히 딱이겠죠..! 순두부찌개 뜨거울 때 오징어젓갈 넣어서 익혀먹어도 맛있었어요ㅋㅋㅋ 나름 별미', '순두부 시켰는데 비빔밥 나오는 맛집^^ \n본인책임 아니란걸 많이 어필하셔서 보기 좋았습니다. \n결국 안 먹고 계산하려 카드 드리니 비빔밥까지 계산 해 주시는 센스 ~ 감사합니다.', '배부른 상태로 갔는데 한공기 더 먹고 싶었어요~~ \n다들 친절하십니다^^ 맛 있습니다. 첨부터 계란후라이 추가 하세요~~', '굿']"
와인,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220811_10%2F1660223850691A4Apb_JPEG%2FKakaoTalk_Photo_2022-08-11-22-16-34.jpeg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230311_113%2F1678523625810lXCJB_JPEG%2F0311_2.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220811_247%2F166022385081629myf_JPEG%2FKakaoTalk_Photo_2022-08-11-22-16-30.jpeg""']",x,1,10,"['직접가보니 더 좋았던 음향공간👍👍음악도 ❤️🧡💛 메뉴도 좋았어요👍 제주에서 좋은 추억 만들 수 있었어요🤟', '', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
x,x,x,x,x,x
"해물,생선요리",[],4.33,25,4,"['제주도로 이사오고 복국 생각나서 찾아보다 갓는데 너무 맛잇게 잘 먹엇습니다 남자친구는 복국 첨먹어보는데 혼자 공깃밥 4그릇 뚝딱에 너무 맛있다고 매운탕? 까지 시켜서 야무지게 먹엇습니닼ㅋㅋㅋㅋ 담에 또 올게요~~', '복지리 괜찮아요', '', '복지리 시원합니다~♡', '까치복 1인분 기준 12000원. 요즘 복집 전부 15000~ 18000원 인거에 비하면 가격은 싼편입니다. \n음식도 맛있습니다. 복지리는 어딜가나 평타이상이니,\n다만 한가지 아쉬운건 반찬이 3가지에 복껍질 한개인데, 가격을 낮추고 반찬을 작게 주는것 같습니다.\n맛있고, 싼집입니다. 번창하는 식당이 되길 기원합니다.', '너무맛있네요', '친절하고 좋아요', '', '', '사장님이 혼자하는 가게.']"
x,x,x,x,x,x
