foodCategory,images,rating,visitReviewCount,blogReviewCount,review
x,x,x,x,x,x
스크린골프장,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230828_41%2F169322201510625XRt_JPEG%2F1000008650.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231018_181%2F1697624146157wxt0E_JPEG%2F1000010324.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231018_146%2F1697624145070dTaEz_JPEG%2F1000010327.jpg""']",x,35,0,"['골프존앤바~~\n이런데 처음봐요\n컨셉이 독특합니다', '굿', '오랜만에 스크린쳤는데 \n재밌네요~ \n친절하고 쾌적해서 좋아요', '즐건시간보냈어요~최신시설은 아니지만요~^^', '중문에서 가깝네요', '별루였어요', '깨끗하고 좋아요~~', '처음갔을때 사장님 사모님이 친절하게 안내해주시고 스크린 초보라 모르는것도 많았는데 설명도 잘해주셔서 또 갔다왔어요ㅎㅎ 얼굴도 기억해주시고~ 이제 여기 단골해야겠어요~^^ 시설도 깔끔하고 좋아요~ 특히 화장실이 깨끗해서 좋았습니다~', '골프존파크중 최악\n주인분인지 내외 다 무뚝뚝하고 관리 안되어있고 \n지하계단 세번을 돌아 엘베없이 가야하는곳\n그래도 친절하고 상냥하면 이런것도 감안되는데...', '좋아요 좋아요 좋아요', '친절하고 시설도 좋앟습니다. 화장실 공사중이라 지하에서 2층까지 올라가야했던것은 불편..', '', '', '', '', '', '', '', '', '']"
한식,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191115_227%2F1573827386152QeaBD_JPEG%2FAw8xhZ4S-zasVCif8AG4xCK3.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_135%2F1578054093311CqOKL_JPEG%2FGlymnl1vtEdjWAWuq45RUDpv.JPG.jpg""']",x,37,16,"['해녀의집 스타일 좋아하시면 무조건... 제주도민맛집입니다 영업시간은 사장님마음대로니까 꼭 전화하고가세요', '홀은 협소하니 예약하면 좋고요\n해산물 모듬 물회 맛있네요', '바다가 바로 보이는 성산 맛집\n아이들은 눈앞에서 놀고 어른들은 테라스에서 맛있는 음식 먹고 :)\n사장님도 너무 친절하세요!!! \n온*바다집 브레이크 타임으로 근처 검색해서 온곳인데 너무너무너무너무 오길 잘했어요!!!', '어떻게 리뷰가 5점 인지 모르겠으나 불친절하고 물회 진짜 비립니다.', '맛있어요 성게미역국 12000원으로 올랐어요', '우럭매운탕 맛집. 단순히 고춧가루 매운 맛이 아닌 신선한 우럭 우러난 맛. 밥이 압력밥솥에 갓지어 주셔서 너무 맛남. 해산물 싱싱해서 단맛나요~ 바다뷰 굿, 주차창 엄청 넓음.', '동네 주민이 많아 찾아간 곳. 모두 오늘 채취한 자연산으로 준비해 주신다. 허름한 모양새와는 다른 신선함과 풍성함이 있는 맛집. 재방문의사 200%', '좋아요', '비가 최고인집이며, 우럭조림과 탕 강추합니다', '굿', '올레길 걷다 우연히 갔는데, 정말 맛집이네요.. 물회 먹었는데 양도 푸짐했어요.. 지역주민들이 많이 오시고요..', '한치물회2인분부터주문가능. 포장가능. 수조에서 한치들이 수영하고있음. 재료가 신선하고 청양고추로 매운맛을내서깔끔해요.', '물회 맛있어요!! \n사장님이 정말 잘해주세요!!! \n소면 꼭 말아드세요!', '굿', '연예인들 많이 온 유명한 곳인 것 같아요. 근데 더웠어요. 바닷가에서 부는 바람이라 습한데 에어컨을 안틀어주셨어요. 어떤 아저씨가 에어컨 틀어달라 하셨는데 바람 불어서 시원하다고.. 전복죽은 무난한 맛입니다.', '물회 진짜 맛나요:)\n사진 수정하려고 들어왔는데 요기 쫀맛', '리뷰보고 갔는데 너무 불친절하셔서 놀랐고\n성게칼국수에서 가시 나와서 또 놀랐어요\n들어가자마자 화나신 것처럼 대하셔서\n저희가 무슨 잘못한 줄 알았네요..', '뷰도 좋고 맛도좋고!', '한치물회진짜 엄청맛있음!!!!!!!!!!\n청양고추가 송송썰려있어서 살짝 매콤하고 여튼 진짜맛있어요', '좋아요', '좋아요', '제주의 숨겨진 찐 맛집', '숨은 맛집. 성게칼국수 추천', '', '물회도 맛있고 우럭조림도 맛있어요!!', '', '', '', '', '']"
x,x,x,x,x,x
돼지고기구이,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230310_117%2F16784267739209vna0_JPEG%2F%25BC%25BA%25BB%25EA%25C8%25E6%25B5%25C5%25C1%25F6_%25B6%25CA%25C0%25CC%25C0%25E5%25B1%25BA_92.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230310_46%2F1678426772492f9GPA_JPEG%2F%25BC%25B1%25BB%25F3%25B6%25CA%25C0%25CC%25C0%25E5%25B1%25BA%25C8%25E6%25B5%25C5%25C1%25F6%25BA%25BB%25C1%25A1_6.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230310_2%2F167842677575277GjK_JPEG%2F%25BC%25BA%25BB%25EA%25C8%25E6%25B5%25C5%25C1%25F6_%25B6%25CA%25C0%25CC%25C0%25E5%25B1%25BA_163.jpg""']",4.33,502,356,"['맛있어요 감사합니다', '스타벅스 오다 가다 봤는데\n갈비살 먹고싶어서 아이셋 어른셋 왔는데\n소갈비살 한판이랑 \n돼지갈비3인분 시키니까\n냉면 5인분 서비스로 나왔어요!!\n소갈비살도 맛있고 돼지갈비살도 양이 많고 맛있네요\n\n소갈비살은 전에 훈식당에서 먹어본맛이랑 비슷하고\n돼지갈비살은 읍민관이 생각나는 맛이었어요ㅋ\n훈식당이랑 읍민관 둘다 사라져서 슬펐던 \n동네주민인데 두가지메뉴 다 맛볼수있어서 좋았어요\n\n광치기 해변 바로 옆이라서\n성산일출봉이 보이는 뷰 맛집이네요 +.+\n대파김치랑 양념 게장도 나오고 파무침에 양파절임 등\n밑반찬도 제법 맛나고 괜찮았어요!\n\n\n배부르게 기분좋게 잘 먹었어요\n직원분들도 친절하셨어요 :)\n\n근처 살아서 다음에 또 재방문할 의사 100%입니다.', '빨간색 간판이 멀리서도 눈에확보여서 찾기쉬웠어요 요즘 여기가 성산에서 핫한 갈비집이라하여 방문했는데기대이상이였습니다\n냉면에고기200그람이 육삼정식으로나왔는데 고기양도 많코 부드럽고\n냉면도 어느전문점보다 맛있었어요\n무엇보다 숯불에 직접구워먹을수있다는점이 최고였고요 . 밑반찬도 너무맛있었어요 👍 양념게장도 아이가 다먹었어요 !! 가게외부내부도 넓고 시원하고 사장님 너무 친절하셨습니다 \n주변에 성산오시는 지인분들께 많이추천할께요 \n맛있게 잘먹었습니다 다음에 또 방문할께요 ^^재방문의사 100%', '숙소 바로 옆 가게여서 점심 특선으로 냉면과 돼지갈비 200g을 12000원에 준다는 걸 보고 들어왔어요. 가게가 12시에 연다고 되어 있어 아침에 배가 고파서 마늘 바게뜨랑 이것저것 사 먹었어요. 12시에 아이 갈비 먹이려고 가게에 왔는데 넘 배부른 상태로 와서 고기가 맛있는데도 더 시키지 못해 아쉬웠습니다. 저녁에 랍스타를 예약해놔서 이래저래 더 먹지 못해 아쉬웠지만 이렇게 가성비 좋고 친절한 가게는 번창해야 될 것 같아서 굳이 굳이 영수증을 달라고 말씀드려서ㅎㅎ 리뷰를 남겨요. 원래 이런 거 이벤트 아니면, 안 쓰는데 여기는 자발적으로 씁니다. 아이가 포크 떨어뜨렸는데, 말씀도 안 드렸는데 갖다 주시고, 직원분들 모두 친절하셔서 기분좋게 식사했습니다. 번창하세요.^^', '친절하구 맛나용.. 애기 의자도 있고, 고기구우몀서 성산일출봉 구경했네요~', '', '제주여행하면서 흑돼지를 먹어야해서 검색하고 방문했어요 오겹살 먹었는데 비계도 적고 맛있게 구워주셔서 잘먹고갑니다', '숙소에서 가까운곳 찾다가 우연히 방문하게되었어요 흑돼지 고기 퀄리티가 훌륭하고 쫄깃하고 식감이 좋아요', '제주여행갔다가 친구들이랑 흑돼지 먹고왔는데 여기 진짜 두툼하고 신선하고 대박이에요존맛탱임!!', '사장님이 넘넘 친절하시고 고기도 넘넘 부드러웠어요\n잘 구워주셔서 그런건지.. ㅋㅋ\n양념된 문어구이도 부드럽고 막걸리도 달달하니 맛있게 잘 먹구왔습니다~~\n또 가고싶어요~', '사장님이 친절하시고 음식이 너무 신선하고 맛있어서 다음번 제주여행에 또 방문하고 싶을정도로 맛있게 잘 먹었습니다.', '양도 푸짐하고 맛도 좋았어요! 무엇보다 친절함이 너무 만족스러웠습니다!! 정말로 다시 가고싶은 곳이었어요!! 감사합니다:)', '제가 먹어본 흑돼지 중에 최고였어요 !\n밑반찬도 깔끔하고 흑돼지와 문어의 조합👍👍\n맛은 말할 것도 없고 소스도 다양하게 나와용 !!\n그리고 사장님은 물론 직원들이 너무너무 친절하고 웃으면서 일하는 모습이 정말 좋았어요 ☺️☺️\n이제 성산오면 여기만 갈꺼예요오 !!!!!\n강추합니댜 !! ❤️❤️', '맛있구 친절해요', '굿', '흑돼지4/된장국/비냉/물냉\n저렴하고 맛있고 사람도 많았고👍', '깔끔하고 정갈해서\n맛있게 먹었어요\n최고입니다', '좋아요', 'ᆢ', '맛잇어요', '그냥 그래요~', '굳', '굳굳', '숙소근처에서 흑돼지 먹을곳 찾다가 갔는데, 매장도 넓고 깔끔해서 좋았어요. 음식도 맛있었어요.', '흙돼지모듬 부드럽고 맛이좋아요.', '좋아요', '맛있어요', '맛있어요', '좋', '']"
x,x,x,x,x,x
x,x,x,x,x,x
양식,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171011_146%2F1507704789245csX9J_JPEG%2FRmV1fHMWDiy2zaZpchX3Q2Gd.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171011_113%2F15077048479374mmco_JPEG%2FVoC2RKUSVccijLg_PELEroXZ.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171011_224%2F1507704864706Tfpve_JPEG%2F4PM5ku8yHNM5p5YJhK4P1XC-.jpg""']",4.7,683,394,"['에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥에에에에엥', '존맛탱이네요\n\n칠리프라이도 맛있긴 한데 가격대미 버거 하나 더 먹는게 나을수도 ㅎㅎ', '', '스테이크샌드위치가 넘 맛있었어요 강추', '(*^▽^)/★*☆♪(*^▽^)/★*☆♪', '수제버거 생각날때 한번씩가는데 맛있어요~\n이번에는 필리치즈스테이크샌드위치 먹었는데 고기양도 많도 빵도 다 맛있었는데 너무짰네요..🥲', '더블쿼터버거 강추요~👍👍👍👍👍 진짜진짜 맛있어요~ 주차는 길가주차나 가게주차장 이용하시면 됩니다. 순하면서 사교성 좋은 백구도 매력적이랍니다.🐶', '', '맛있어요.', '매번 실패하다가 이번에는 오픈런해서 먹었어요.\n햄버거도 넘 맛있고 친절하세요ㅎㅎ\n그리고 무엇보다 강아지가 넘 귀여워요ㅎㅈㅎ', '수제버거 맛집이네요! 아이랑가도 아기의자있어서 편해요!', '버팔로윙도 특이한맛이지만 맛있고 버거들도 아쥬 맛있어요 \n반겨쥬는 백구댕댕이도 너뮤귀엽고 \n외귝인들이 아쥬많어요', '맛있어요', '분위기있는 수제버거집입니다. 수제버거는 맛있었습니다. 무엇보다 빵이 엄청 바삭하고 부드러워서 정말 좋았네요. 고기는 더블패티나 폴드포크나 둘드 부드럽고 맛있었습니다.', '감자튀김, 햄버거가 맛있었어요. 샌드위치는 너무 짰어요! 흰 강아지가 너무 귀여워요.', '매장 분위기 좋아요\n버거도 맛잇어요', '아이들이 좋아해요~~^^', '최고의 햄버거집!', '고기가 정말 부드러웠습니다.\n아들이 또 오고싶다고 하네요.', '치즈버거가 맛있다고 하네요', '', '', '', '', '리뷰보고 찾아갔습니다.\n더블파운드, 포크샐러드, 필리치즈 등등\n개인적인 입맛 차이가 있겠지만\n간이 너무 쎄고 짰네요.\n돈이 아까워서 억지로 먹었지만 다시는 안올듯…\n주문부터 미국식이라 간이 좀 쎄다는 안내가 있고 조절이 가능했다면 더 좋았을듯합니다.\n\n가까운 곳에 있어서 갔지 굳이 찾아오거나 대기 탈 필요는 없을듯 하네요……ㅠㅠ', '메뉴 너무 어려워요ㅋ\n심지어 영수증도 영어로 나옴', '친절하진 않아요 근데 맛있음', '가게 외형부터가 이국적인 느낌에 컨테이너 문을 열고 들어가니 다른 세상에 온 느낌 물씬🌟 제 입에는 고기가 짰지만 전체적으로는 맛있었어요👍🏻', '분위기도 너무 좋고 예쁘고 맛있고 다해요 최고👍🏻', '양도 많고 너무 맛있어요~']"
돼지고기구이,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171008_127%2F1507469292514Hcnw0_JPEG%2FzRFfk6Mmlrqag3AZffQNk1xq.JPG.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171008_186%2F1507469289855pOer3_JPEG%2F_B-vedVzhdyI8JFsaI9IEP8k.JPG.jpg""', '""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171008_155%2F1507469288587T4asH_JPEG%2FArKjORZr7AduVwOtZFr8EByx.JPG.jpg""']",4.23,21,11,"['맛있었어요', '음식이 깔끔하고 맛있어요!😋', '여름한정 점심메뉴 냉면 세트먹었습니다ㅋㅋ맛있어요~ 양도 푸짐했고, 고기도 맛있었습니다👍', '굿', '좋아요', '근처 숙소에서 동네맛집이라고 추천해줘서 다녀왔어요 정말 동네 어르신들이 많이 오시는 곳 같더라구요 점심특선 가성비 너무 좋습니다 어제먹은 술 해장하고왔어요 다른 테이블 보니까 두루치기랑 생고기도 많이 드시던데 그것도 맛있어보였숩니다!', '사모님 사장님 친절하세요! 잘 먹고 갑니다 ㅎㅎ 같은 경상도 분 만나서 반가웠어요', '흑돼지 양념구이가 맛있어요!', '흑돼지 두루치기랑 냉면 맛있게 잘 먹었습니다', '흑돼지두루치기 상추에 싸서 엄청 맛있게 먹었어요', 'ㅎ 점심을 하루에 두번먹으러 간집이라 많이 못 먹을줄 알았는데 정말 잘먹구 왔네요. 근처 메밀집 갔다 ㅎ', '갈비맛 짱', '', '', '', '', '', '', '', '']"
x,x,x,x,x,x
